,Close,High,Low,Open,Volume,"('Close', 'XLE')","('High', 'XLE')","('Low', 'XLE')","('Open', 'XLE')","('Volume', 'XLE')","('Close', 'XLE').1","('High', 'XLE').1","('Low', 'XLE').1","('Open', 'XLE').1","('Volume', 'XLE').1","('Close', 'XLE').2","('High', 'XLE').2","('Low', 'XLE').2","('Open', 'XLE').2","('Volume', 'XLE').2","('Close', 'XLE').3","('High', 'XLE').3","('Low', 'XLE').3","('Open', 'XLE').3","('Volume', 'XLE').3","('Close', 'XLE').4","('High', 'XLE').4","('Low', 'XLE').4","('Open', 'XLE').4","('Volume', 'XLE').4","('Close', 'XLE').5","('High', 'XLE').5","('Low', 'XLE').5","('Open', 'XLE').5","('Volume', 'XLE').5","('Close', 'XLE').6","('High', 'XLE').6","('Low', 'XLE').6","('Open', 'XLE').6","('Volume', 'XLE').6","('Close', 'XLE').7","('High', 'XLE').7","('Low', 'XLE').7","('Open', 'XLE').7","('Volume', 'XLE').7","('Close', 'XLE').8","('High', 'XLE').8","('Low', 'XLE').8","('Open', 'XLE').8","('Volume', 'XLE').8","('Close', 'XLE').9","('High', 'XLE').9","('Low', 'XLE').9","('Open', 'XLE').9","('Volume', 'XLE').9","('Close', 'XLE').10","('High', 'XLE').10","('Low', 'XLE').10","('Open', 'XLE').10","('Volume', 'XLE').10","('Close', 'XLE').11","('High', 'XLE').11","('Low', 'XLE').11","('Open', 'XLE').11","('Volume', 'XLE').11","('Close', 'XLE').12","('High', 'XLE').12","('Low', 'XLE').12","('Open', 'XLE').12","('Volume', 'XLE').12","('Close', 'XLE').13","('High', 'XLE').13","('Low', 'XLE').13","('Open', 'XLE').13","('Volume', 'XLE').13","('Close', 'XLE').14","('High', 'XLE').14","('Low', 'XLE').14","('Open', 'XLE').14","('Volume', 'XLE').14","('Close', 'XLE').15","('High', 'XLE').15","('Low', 'XLE').15","('Open', 'XLE').15","('Volume', 'XLE').15","('Close', 'XLE').16","('High', 'XLE').16","('Low', 'XLE').16","('Open', 'XLE').16","('Volume', 'XLE').16","('Close', 'XLE').17","('High', 'XLE').17","('Low', 'XLE').17","('Open', 'XLE').17","('Volume', 'XLE').17","('Close', 'XLE').18","('High', 'XLE').18","('Low', 'XLE').18","('Open', 'XLE').18","('Volume', 'XLE').18","('Close', 'XLE').19","('High', 'XLE').19","('Low', 'XLE').19","('Open', 'XLE').19","('Volume', 'XLE').19","('Close', 'XLE').20","('High', 'XLE').20","('Low', 'XLE').20","('Open', 'XLE').20","('Volume', 'XLE').20","('Close', 'XLE').21","('High', 'XLE').21","('Low', 'XLE').21","('Open', 'XLE').21","('Volume', 'XLE').21","('Close', 'XLE').22","('High', 'XLE').22","('Low', 'XLE').22","('Open', 'XLE').22","('Volume', 'XLE').22","('Close', 'XLE').23","('High', 'XLE').23","('Low', 'XLE').23","('Open', 'XLE').23","('Volume', 'XLE').23","('Close', 'XLE').24","('High', 'XLE').24","('Low', 'XLE').24","('Open', 'XLE').24","('Volume', 'XLE').24","('Close', 'XLE').25","('High', 'XLE').25","('Low', 'XLE').25","('Open', 'XLE').25","('Volume', 'XLE').25","('Close', 'XLE').26","('High', 'XLE').26","('Low', 'XLE').26","('Open', 'XLE').26","('Volume', 'XLE').26","('Close', 'XLE').27","('High', 'XLE').27","('Low', 'XLE').27","('Open', 'XLE').27","('Volume', 'XLE').27","('Close', 'XLE').28","('High', 'XLE').28","('Low', 'XLE').28","('Open', 'XLE').28","('Volume', 'XLE').28","('Close', 'XLE').29","('High', 'XLE').29","('Low', 'XLE').29","('Open', 'XLE').29","('Volume', 'XLE').29","('Close', 'XLE').30","('High', 'XLE').30","('Low', 'XLE').30","('Open', 'XLE').30","('Volume', 'XLE').30","('Close', 'XLE').31","('High', 'XLE').31","('Low', 'XLE').31","('Open', 'XLE').31","('Volume', 'XLE').31","('Close', 'XLE').32","('High', 'XLE').32","('Low', 'XLE').32","('Open', 'XLE').32","('Volume', 'XLE').32","('Close', 'XLE').33","('High', 'XLE').33","('Low', 'XLE').33","('Open', 'XLE').33","('Volume', 'XLE').33","('Close', 'XLE').34","('High', 'XLE').34","('Low', 'XLE').34","('Open', 'XLE').34","('Volume', 'XLE').34","('Close', 'XLE').35","('High', 'XLE').35","('Low', 'XLE').35","('Open', 'XLE').35","('Volume', 'XLE').35","('Close', 'XLE').36","('High', 'XLE').36","('Low', 'XLE').36","('Open', 'XLE').36","('Volume', 'XLE').36","('Close', 'XLE').37","('High', 'XLE').37","('Low', 'XLE').37","('Open', 'XLE').37","('Volume', 'XLE').37","('Close', 'XLE').38","('High', 'XLE').38","('Low', 'XLE').38","('Open', 'XLE').38","('Volume', 'XLE').38","('Close', 'XLE').39","('High', 'XLE').39","('Low', 'XLE').39","('Open', 'XLE').39","('Volume', 'XLE').39","('Close', 'XLE').40","('High', 'XLE').40","('Low', 'XLE').40","('Open', 'XLE').40","('Volume', 'XLE').40","('Close', 'XLE').41","('High', 'XLE').41","('Low', 'XLE').41","('Open', 'XLE').41","('Volume', 'XLE').41","('Close', 'XLE').42","('High', 'XLE').42","('Low', 'XLE').42","('Open', 'XLE').42","('Volume', 'XLE').42","('Close', 'XLE').43","('High', 'XLE').43","('Low', 'XLE').43","('Open', 'XLE').43","('Volume', 'XLE').43","('Close', 'XLE').44","('High', 'XLE').44","('Low', 'XLE').44","('Open', 'XLE').44","('Volume', 'XLE').44","('Close', 'XLE').45","('High', 'XLE').45","('Low', 'XLE').45","('Open', 'XLE').45","('Volume', 'XLE').45","('Close', 'XLE').46","('High', 'XLE').46","('Low', 'XLE').46","('Open', 'XLE').46","('Volume', 'XLE').46","('Close', 'XLE').47","('High', 'XLE').47","('Low', 'XLE').47","('Open', 'XLE').47","('Volume', 'XLE').47","('Close', 'XLE').48","('High', 'XLE').48","('Low', 'XLE').48","('Open', 'XLE').48","('Volume', 'XLE').48","('Close', 'XLE').49","('High', 'XLE').49","('Low', 'XLE').49","('Open', 'XLE').49","('Volume', 'XLE').49","('Close', 'XLE').50","('High', 'XLE').50","('Low', 'XLE').50","('Open', 'XLE').50","('Volume', 'XLE').50","('Close', 'XLE')","('High', 'XLE')","('Low', 'XLE')","('Open', 'XLE')","('Volume', 'XLE')"
2024-04-15,44.66551971435547,45.51915018147414,44.609235089192254,45.30339424088092,48690800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,44.27621841430664,44.78745692222138,43.96197069411698,44.581087154394076,36497600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,44.14958190917969,44.623300950325564,43.835334167737436,44.18241370935428,27421000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-18,44.01356506347656,44.42631179916889,43.85878861598991,44.299672294936755,25555600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-19,44.54357147216797,44.84374898283998,44.03232930098088,44.09799290779049,35451400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,44.8343620300293,45.13923079085981,43.95728240569272,44.30905322702074,30244400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23,45.082950592041016,45.082950592041016,44.41224073704014,44.62799308207847,28657400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,45.11578369140625,45.16737703392193,44.58578000527206,44.80153235652037,21303800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,45.3221549987793,45.45817349010605,44.67489792338818,45.06419185597184,26500200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-26,44.904720306396484,45.08295315952482,44.445075068998186,44.91410286624435,32366600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-29,45.2095832824707,45.30807867783148,44.7452468247991,44.773387343931425,22236400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,43.86347579956055,45.106400114911295,43.84471783761229,45.02666625223846,35399000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,43.16462326049805,43.94321104313874,42.9301093854951,43.80250128677787,50943800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-02,43.413211822509766,43.708701625320536,43.20684202477313,43.455426185081926,34616800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03,43.41789627075195,43.49763012502243,42.84568187488607,43.45072806829848,38087800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
