Date,Close,High,Low,Open,Volume,"('Close', '^Ks11')","('High', '^Ks11')","('Low', '^Ks11')","('Open', '^Ks11')","('Volume', '^Ks11')"
1997-03-24,617.260009765625,622.3900146484375,607.8699951171875,622.1400146484375,36200.0,,,,,
1997-03-25,638.9000244140625,638.9000244140625,614.989990234375,616.1099853515625,43000.0,,,,,
1997-03-26,656.6199951171875,656.780029296875,637.3599853515625,640.4500122070312,44000.0,,,,,
1997-03-27,651.6500244140625,665.5700073242188,651.5900268554688,657.0999755859375,45600.0,,,,,
1997-03-28,652.8699951171875,661.5499877929688,650.719970703125,652.8800048828125,40700.0,,,,,
1997-03-31,677.3400268554688,678.760009765625,670.75,670.75,44000.0,,,,,
1997-04-01,672.989990234375,688.1199951171875,672.0700073242188,678.969970703125,38600.0,,,,,
1997-04-02,678.8599853515625,683.3200073242188,668.719970703125,672.8200073242188,36300.0,,,,,
1997-04-03,678.739990234375,689.1199951171875,676.4400024414062,680.1400146484375,41700.0,,,,,
1997-04-04,687.4199829101562,688.0599975585938,679.1400146484375,679.8800048828125,40600.0,,,,,
1997-04-07,694.9000244140625,699.02001953125,688.8800048828125,688.8800048828125,40700.0,,,,,
1997-04-08,694.969970703125,699.0700073242188,687.8699951171875,695.3499755859375,40100.0,,,,,
1997-04-09,698.6599731445312,699.7000122070312,694.5499877929688,695.8599853515625,43800.0,,,,,
1997-04-10,688.0399780273438,700.0599975585938,688.0399780273438,698.8800048828125,46100.0,,,,,
1997-04-11,693.9400024414062,693.9400024414062,682.469970703125,688.3900146484375,44200.0,,,,,
1997-04-14,704.2000122070312,705.8200073242188,698.4400024414062,698.4400024414062,43300.0,,,,,
1997-04-15,701.3900146484375,710.6699829101562,701.3900146484375,706.0499877929688,46700.0,,,,,
1997-04-16,702.4199829101562,703.0399780273438,697.75,701.4299926757812,39100.0,,,,,
1997-04-17,694.760009765625,703.4400024414062,690.6599731445312,702.97998046875,42900.0,,,,,
1997-04-18,695.6699829101562,698.52001953125,692.5700073242188,695.2100219726562,38700.0,,,,,
1997-04-21,697.3400268554688,706.9500122070312,697.2999877929688,702.1599731445312,40300.0,,,,,
1997-04-22,687.9600219726562,696.3699951171875,685.9600219726562,696.280029296875,31400.0,,,,,
1997-04-23,693.0499877929688,695.239990234375,688.0,688.1699829101562,35100.0,,,,,
1997-04-24,690.7999877929688,697.4299926757812,689.2899780273438,694.0399780273438,44000.0,,,,,
1997-04-25,692.47998046875,693.969970703125,687.4099731445312,691.5700073242188,41600.0,,,,,
1997-04-28,704.1599731445312,707.4199829101562,703.1300048828125,703.1300048828125,41700.0,,,,,
1997-04-29,704.0499877929688,705.6799926757812,701.0900268554688,705.1300048828125,38100.0,,,,,
1997-04-30,703.22998046875,706.5399780273438,701.8900146484375,705.0,43700.0,,,,,
1997-05-02,706.0999755859375,709.5999755859375,699.1799926757812,704.77001953125,65400.0,,,,,
1997-05-06,701.5700073242188,706.9199829101562,700.3200073242188,706.530029296875,44500.0,,,,,
1997-05-07,689.0999755859375,700.8699951171875,689.0900268554688,700.8699951171875,42000.0,,,,,
1997-05-08,684.6900024414062,690.4400024414062,682.72998046875,688.8900146484375,39800.0,,,,,
1997-05-09,687.6199951171875,693.2000122070312,685.9099731445312,685.9099731445312,44700.0,,,,,
1997-05-12,672.0999755859375,683.3200073242188,667.6599731445312,678.5,36800.0,,,,,
1997-05-13,683.8599853515625,684.6099853515625,669.010009765625,673.0800170898438,36000.0,,,,,
1997-05-15,699.9500122070312,705.0999755859375,684.739990234375,684.739990234375,51200.0,,,,,
1997-05-16,699.530029296875,709.5700073242188,695.9299926757812,702.510009765625,50100.0,,,,,
1997-05-19,721.2000122070312,721.22998046875,710.4099731445312,710.4099731445312,56900.0,,,,,
1997-05-20,734.6699829101562,734.760009765625,722.3499755859375,723.1599731445312,62800.0,,,,,
1997-05-21,737.7100219726562,739.72998046875,729.3200073242188,735.2999877929688,64200.0,,,,,
1997-05-22,724.3800048828125,738.1799926757812,723.5399780273438,737.1799926757812,60000.0,,,,,
1997-05-23,730.530029296875,730.5399780273438,715.530029296875,723.6699829101562,53900.0,,,,,
1997-05-26,718.989990234375,725.510009765625,717.3499755859375,724.7100219726562,39300.0,,,,,
1997-05-27,723.3499755859375,724.3900146484375,716.510009765625,719.8200073242188,39800.0,,,,,
1997-05-28,738.1199951171875,738.1199951171875,724.969970703125,724.969970703125,56100.0,,,,,
1997-05-29,742.5,749.3699951171875,741.8499755859375,745.260009765625,65100.0,,,,,
1997-05-30,746.3599853515625,752.2899780273438,741.0,742.3800048828125,55200.0,,,,,
1997-06-02,758.3900146484375,770.969970703125,756.8800048828125,758.9199829101562,84900.0,,,,,
1997-06-03,766.0599975585938,766.489990234375,753.3599853515625,758.8900146484375,60600.0,,,,,
1997-06-04,763.25,774.47998046875,755.010009765625,766.5399780273438,87900.0,,,,,
1997-06-05,765.6699829101562,766.77001953125,761.6699829101562,762.9199829101562,51300.0,,,,,
1997-06-09,775.010009765625,775.02001953125,762.4199829101562,764.9099731445312,57000.0,,,,,
1997-06-10,769.8300170898438,781.510009765625,769.1099853515625,777.8800048828125,67100.0,,,,,
1997-06-11,765.7899780273438,770.5800170898438,764.9400024414062,769.7000122070312,46200.0,,,,,
1997-06-12,774.6599731445312,777.8800048828125,767.9400024414062,767.9400024414062,59700.0,,,,,
1997-06-13,789.1500244140625,789.4000244140625,775.6699829101562,775.6699829101562,83700.0,,,,,
1997-06-16,789.0499877929688,796.8099975585938,786.1599731445312,793.5700073242188,58700.0,,,,,
1997-06-17,792.2899780273438,798.760009765625,783.3200073242188,790.989990234375,60000.0,,,,,
1997-06-18,773.2100219726562,799.5399780273438,768.0399780273438,793.02001953125,54300.0,,,,,
1997-06-19,770.9500122070312,779.1699829101562,763.1799926757812,769.6900024414062,48700.0,,,,,
1997-06-20,770.219970703125,775.6099853515625,766.25,772.5999755859375,42200.0,,,,,
1997-06-23,753.0499877929688,762.4400024414062,751.8499755859375,759.3300170898438,31700.0,,,,,
1997-06-24,753.7000122070312,753.969970703125,747.2899780273438,751.6300048828125,34500.0,,,,,
1997-06-25,744.989990234375,753.8499755859375,742.52001953125,753.719970703125,37300.0,,,,,
1997-06-26,744.3400268554688,751.989990234375,741.719970703125,746.0700073242188,44400.0,,,,,
1997-06-27,738.4299926757812,751.3800048828125,737.97998046875,743.3900146484375,42400.0,,,,,
1997-06-30,745.4000244140625,753.5599975585938,744.2100219726562,746.2999877929688,29300.0,,,,,
1997-07-01,758.030029296875,760.52001953125,744.6699829101562,744.97998046875,37000.0,,,,,
1997-07-02,777.2899780273438,777.2899780273438,763.3900146484375,763.3900146484375,52200.0,,,,,
1997-07-03,775.260009765625,782.1699829101562,773.27001953125,778.8200073242188,51200.0,,,,,
1997-07-04,781.7000122070312,783.239990234375,773.9000244140625,776.02001953125,47900.0,,,,,
1997-07-07,773.510009765625,777.75,772.1400146484375,777.7000122070312,38400.0,,,,,
1997-07-08,767.739990234375,774.0,761.5700073242188,773.0,39600.0,,,,,
1997-07-09,771.989990234375,772.239990234375,763.969970703125,768.260009765625,39400.0,,,,,
1997-07-10,767.77001953125,773.1699829101562,765.5,771.989990234375,38300.0,,,,,
1997-07-11,768.2999877929688,771.0800170898438,762.7100219726562,766.9099731445312,39400.0,,,,,
1997-07-14,764.4500122070312,770.72998046875,763.6099853515625,767.1699829101562,40000.0,,,,,
1997-07-15,755.0499877929688,764.2000122070312,748.469970703125,762.9299926757812,42000.0,,,,,
1997-07-16,739.719970703125,750.3499755859375,737.5900268554688,750.3499755859375,44000.0,,,,,
1997-07-18,747.3699951171875,748.0599975585938,736.7100219726562,737.22998046875,41000.0,,,,,
1997-07-21,740.9299926757812,747.52001953125,736.9199829101562,741.02001953125,27900.0,,,,,
1997-07-22,725.97998046875,741.1500244140625,723.4600219726562,740.8900146484375,34700.0,,,,,
1997-07-23,730.5800170898438,730.780029296875,721.6699829101562,723.5599975585938,31800.0,,,,,
1997-07-24,739.0399780273438,739.0399780273438,724.9199829101562,729.4199829101562,40300.0,,,,,
1997-07-25,733.6400146484375,746.8699951171875,733.5900268554688,739.8200073242188,43300.0,,,,,
1997-07-28,733.9199829101562,738.1300048828125,730.9099731445312,732.5599975585938,28300.0,,,,,
1997-07-29,732.6799926757812,734.6300048828125,731.4099731445312,733.6799926757812,29200.0,,,,,
1997-07-30,726.8900146484375,736.280029296875,726.0599975585938,733.6300048828125,25500.0,,,,,
1997-07-31,726.1199951171875,726.1199951171875,721.4000244140625,724.780029296875,25800.0,,,,,
1997-08-01,731.4500122070312,735.1699829101562,726.7899780273438,726.8400268554688,29000.0,,,,,
1997-08-04,734.1900024414062,734.6900024414062,729.239990234375,729.6599731445312,25800.0,,,,,
1997-08-05,740.8599853515625,740.9099731445312,733.6599731445312,734.3699951171875,33700.0,,,,,
1997-08-06,745.6500244140625,745.6500244140625,739.6799926757812,740.0399780273438,34100.0,,,,,
1997-08-07,745.3499755859375,748.969970703125,743.4000244140625,746.3800048828125,34200.0,,,,,
1997-08-08,752.010009765625,752.010009765625,745.9099731445312,745.969970703125,34000.0,,,,,
1997-08-11,765.0700073242188,766.47998046875,762.3599853515625,762.77001953125,35600.0,,,,,
1997-08-12,762.02001953125,766.7000122070312,761.7999877929688,766.260009765625,35300.0,,,,,
1997-08-13,762.72998046875,766.52001953125,760.9400024414062,762.989990234375,33400.0,,,,,
1997-08-14,755.780029296875,762.780029296875,753.6599731445312,762.780029296875,35900.0,,,,,
1997-08-18,747.2899780273438,749.4400024414062,745.3699951171875,747.8400268554688,29000.0,,,,,
1997-08-19,741.2899780273438,747.4500122070312,737.5399780273438,746.4600219726562,31600.0,,,,,
1997-08-20,746.22998046875,749.3099975585938,735.3699951171875,741.1599731445312,34900.0,,,,,
1997-08-21,739.469970703125,746.6900024414062,739.4199829101562,745.75,33900.0,,,,,
1997-08-22,736.6199951171875,742.280029296875,729.719970703125,738.9199829101562,36200.0,,,,,
1997-08-25,741.760009765625,746.989990234375,739.989990234375,744.0399780273438,34900.0,,,,,
1997-08-26,734.030029296875,740.77001953125,731.5499877929688,740.77001953125,31400.0,,,,,
1997-08-27,730.280029296875,735.72998046875,730.239990234375,732.5499877929688,32700.0,,,,,
1997-08-28,716.8599853515625,731.3599853515625,716.5999755859375,729.8599853515625,38300.0,,,,,
1997-08-29,704.27001953125,718.6099853515625,704.27001953125,714.969970703125,38800.0,,,,,
1997-09-01,682.2000122070312,697.3800048828125,682.0999755859375,691.7999877929688,32300.0,,,,,
1997-09-02,688.780029296875,688.780029296875,671.0900268554688,679.0900268554688,33200.0,,,,,
1997-09-03,688.6300048828125,697.4400024414062,687.3300170898438,690.72998046875,36200.0,,,,,
1997-09-04,687.989990234375,690.1900024414062,682.219970703125,687.3699951171875,28800.0,,,,,
1997-09-05,700.9199829101562,701.3599853515625,686.989990234375,688.0399780273438,32900.0,,,,,
1997-09-08,697.97998046875,703.6500244140625,696.0499877929688,703.4600219726562,33600.0,,,,,
1997-09-09,688.969970703125,694.8300170898438,687.75,694.8300170898438,31100.0,,,,,
1997-09-10,691.6199951171875,691.6199951171875,685.6500244140625,687.52001953125,27500.0,,,,,
1997-09-11,695.3699951171875,695.3699951171875,687.6900024414062,690.5,27100.0,,,,,
1997-09-12,699.3300170898438,699.75,693.6099853515625,694.469970703125,30500.0,,,,,
1997-09-18,701.3900146484375,705.2000122070312,700.8099975585938,700.8099975585938,26400.0,,,,,
1997-09-19,689.1599731445312,700.5700073242188,689.1599731445312,700.5700073242188,29200.0,,,,,
1997-09-22,668.4500122070312,682.22998046875,666.9500122070312,678.77001953125,29300.0,,,,,
1997-09-23,654.3699951171875,666.5599975585938,654.3699951171875,666.5599975585938,26600.0,,,,,
1997-09-24,655.75,658.5800170898438,645.469970703125,653.2999877929688,32200.0,,,,,
1997-09-25,647.0,658.780029296875,643.3099975585938,655.219970703125,32900.0,,,,,
1997-09-26,638.260009765625,645.9600219726562,637.2899780273438,644.3800048828125,28800.0,,,,,
1997-09-29,625.0700073242188,633.02001953125,622.030029296875,625.4400024414062,26700.0,,,,,
1997-09-30,647.1099853515625,647.1099853515625,623.3099975585938,623.9299926757812,32700.0,,,,,
1997-10-01,644.9199829101562,654.0499877929688,644.9199829101562,646.8599853515625,33700.0,,,,,
1997-10-02,636.6500244140625,647.7000122070312,633.7000122070312,644.4400024414062,27900.0,,,,,
1997-10-06,644.2100219726562,655.0399780273438,644.1300048828125,644.6799926757812,31200.0,,,,,
1997-10-07,630.030029296875,642.25,629.4600219726562,642.25,26900.0,,,,,
1997-10-08,610.4400024414062,627.7999877929688,610.1900024414062,627.6799926757812,29000.0,,,,,
1997-10-09,609.3599853515625,616.5399780273438,601.1300048828125,607.489990234375,28600.0,,,,,
1997-10-10,609.8400268554688,616.97998046875,607.3900146484375,612.8200073242188,24000.0,,,,,
1997-10-13,613.0,619.3400268554688,611.8300170898438,618.219970703125,20800.0,,,,,
1997-10-14,620.6799926757812,627.3300170898438,617.22998046875,619.6699829101562,23900.0,,,,,
1997-10-15,604.739990234375,621.510009765625,602.8200073242188,621.5,26000.0,,,,,
1997-10-16,579.25,598.1300048828125,573.4299926757812,598.1300048828125,32400.0,,,,,
1997-10-17,585.489990234375,592.8400268554688,564.469970703125,577.8699951171875,41300.0,,,,,
1997-10-20,565.6400146484375,585.4000244140625,561.0,584.5900268554688,33000.0,,,,,
1997-10-21,566.8499755859375,582.8499755859375,554.5800170898438,559.77001953125,46300.0,,,,,
1997-10-22,601.3200073242188,601.9299926757812,569.469970703125,569.469970703125,45600.0,,,,,
1997-10-23,604.0599975585938,614.6199951171875,593.9600219726562,602.989990234375,62300.0,,,,,
1997-10-24,570.9099731445312,596.3300170898438,569.7999877929688,596.3300170898438,50000.0,,,,,
1997-10-27,530.469970703125,557.5700073242188,529.1199951171875,549.3099975585938,36800.0,,,,,
1997-10-28,495.2799987792969,522.3900146484375,492.2999877929687,522.3900146484375,45600.0,,,,,
1997-10-29,506.6400146484375,519.0700073242188,486.6400146484375,500.0499877929687,59500.0,,,,,
1997-10-30,485.0799865722656,502.19000244140625,480.5400085449219,499.6499938964844,63600.0,,,,,
1997-10-31,470.7900085449219,476.94000244140625,462.8299865722656,476.0799865722656,50700.0,,,,,
1997-11-03,511.6600036621094,517.6799926757812,487.6700134277344,497.1099853515625,64800.0,,,,,
1997-11-04,542.1300048828125,542.8599853515625,514.0800170898438,514.0800170898438,62900.0,,,,,
1997-11-05,555.739990234375,565.1599731445312,546.2999877929688,547.3300170898438,86400.0,,,,,
1997-11-06,553.8699951171875,558.25,544.530029296875,555.2100219726562,64500.0,,,,,
1997-11-07,515.6300048828125,554.739990234375,514.9400024414062,554.3800048828125,77000.0,,,,,
1997-11-10,525.3200073242188,526.5999755859375,501.4500122070313,501.4500122070313,62400.0,,,,,
1997-11-11,522.1099853515625,537.9500122070312,509.4299926757813,521.6199951171875,57500.0,,,,,
1997-11-12,517.489990234375,521.3300170898438,507.2200012207031,521.3300170898438,41700.0,,,,,
1997-11-13,519.469970703125,529.780029296875,515.5700073242188,521.4600219726562,60400.0,,,,,
1997-11-14,520.010009765625,522.760009765625,509.5299987792969,519.1400146484375,47000.0,,,,,
1997-11-17,496.9800109863281,526.1199951171875,495.4100036621094,517.6500244140625,44700.0,,,,,
1997-11-18,494.6600036621094,500.489990234375,476.2999877929687,489.69000244140625,48800.0,,,,,
1997-11-19,502.5899963378906,502.5899963378906,482.9500122070313,494.739990234375,44200.0,,,,,
1997-11-20,488.4100036621094,505.7099914550781,475.8599853515625,504.94000244140625,56900.0,,,,,
1997-11-21,506.0700073242187,506.0700073242187,483.239990234375,493.4299926757813,69900.0,,,,,
1997-11-24,450.6400146484375,477.0899963378906,450.010009765625,477.0899963378906,33200.0,,,,,
1997-11-25,439.5899963378906,448.1099853515625,423.69000244140625,441.6600036621094,56800.0,,,,,
1997-11-26,438.7000122070313,444.3200073242187,429.510009765625,436.4500122070313,63400.0,,,,,
1997-11-27,433.1000061035156,445.55999755859375,432.8299865722656,439.0499877929687,57800.0,,,,,
1997-11-28,411.9100036621094,430.25,407.2200012207031,430.25,48600.0,,,,,
1997-12-01,393.1600036621094,412.1499938964844,393.1600036621094,405.5199890136719,46900.0,,,,,
1997-12-02,376.8699951171875,389.1199951171875,367.3399963378906,389.1199951171875,40900.0,,,,,
1997-12-03,379.30999755859375,379.4500122070313,356.82000732421875,369.010009765625,88200.0,,,,,
1997-12-04,405.80999755859375,406.010009765625,383.05999755859375,383.05999755859375,111200.0,,,,,
1997-12-05,434.1199951171875,436.5,417.4299926757813,417.4299926757813,92200.0,,,,,
1997-12-08,414.8299865722656,438.5499877929687,414.6300048828125,432.7799987792969,98100.0,,,,,
1997-12-09,388.0,410.1300048828125,387.9299926757813,410.1300048828125,81300.0,,,,,
1997-12-10,399.8500061035156,405.4599914550781,380.4599914550781,396.3299865722656,87200.0,,,,,
1997-12-11,377.3699951171875,398.05999755859375,376.19000244140625,398.05999755859375,78000.0,,,,,
1997-12-12,350.67999267578125,362.6499938964844,350.67999267578125,362.6499938964844,43900.0,,,,,
1997-12-15,385.7999877929687,385.9500122070313,367.0400085449219,367.0400085449219,79500.0,,,,,
1997-12-16,404.260009765625,413.1199951171875,393.9200134277344,393.9200134277344,100700.0,,,,,
1997-12-17,418.489990234375,422.5199890136719,398.9700012207031,404.4800109863281,111300.0,,,,,
1997-12-19,397.0199890136719,420.1400146484375,396.5899963378906,416.1099853515625,99300.0,,,,,
1997-12-22,396.05999755859375,409.0400085449219,395.44000244140625,402.1199951171875,75200.0,,,,,
1997-12-23,366.3599853515625,391.2699890136719,366.3200073242187,391.2699890136719,85900.0,,,,,
1997-12-24,351.45001220703125,361.3200073242187,343.32000732421875,361.3200073242187,85800.0,,,,,
1997-12-26,375.1499938964844,376.8399963378906,359.6499938964844,359.6499938964844,68600.0,,,,,
1998-01-05,396.489990234375,403.9299926757813,389.0799865722656,389.0799865722656,98400.0,,,,,
1998-01-06,406.3399963378906,406.3900146484375,395.8900146484375,396.8399963378906,74800.0,,,,,
1998-01-07,409.4200134277344,424.010009765625,407.2200012207031,407.69000244140625,97700.0,,,,,
1998-01-08,423.9599914550781,424.80999755859375,403.0799865722656,409.8800048828125,90000.0,,,,,
1998-01-09,414.0,420.9200134277344,408.30999755859375,420.7699890136719,85300.0,,,,,
1998-01-12,456.2000122070313,461.55999755859375,444.0700073242187,447.0700073242187,113100.0,,,,,
1998-01-13,463.739990234375,466.5899963378906,450.010009765625,456.0,111800.0,,,,,
1998-01-14,475.1300048828125,482.8399963378906,463.80999755859375,466.0,128200.0,,,,,
1998-01-15,505.9800109863281,506.5199890136719,479.5499877929687,479.5499877929687,129200.0,,,,,
1998-01-16,488.1000061035156,532.4299926757812,485.8299865722656,512.27001953125,200100.0,,,,,
1998-01-19,528.77001953125,528.7999877929688,502.30999755859375,502.30999755859375,151200.0,,,,,
1998-01-20,533.5499877929688,543.4600219726562,520.489990234375,529.25,127800.0,,,,,
1998-01-21,506.6600036621094,529.8200073242188,504.0700073242187,529.8200073242188,131200.0,,,,,
1998-01-22,483.989990234375,510.8699951171875,483.989990234375,503.989990234375,110800.0,,,,,
1998-01-23,486.8599853515625,492.6700134277344,474.4700012207031,483.4700012207031,87500.0,,,,,
1998-01-26,518.6400146484375,522.5,512.1300048828125,512.6099853515625,80800.0,,,,,
1998-01-30,558.3300170898438,558.3400268554688,528.47998046875,528.47998046875,61300.0,,,,,
1998-02-02,543.6799926757812,556.5800170898438,534.3900146484375,556.5800170898438,98000.0,,,,,
1998-02-03,550.2100219726562,564.1300048828125,539.6799926757812,547.7000122070312,104600.0,,,,,
1998-02-04,547.280029296875,560.8599853515625,545.7899780273438,552.969970703125,100300.0,,,,,
1998-02-05,528.0499877929688,549.1699829101562,524.3800048828125,546.739990234375,95200.0,,,,,
1998-02-06,540.4500122070312,553.1099853515625,534.760009765625,539.3099975585938,104100.0,,,,,
1998-02-09,554.239990234375,557.9600219726562,542.9199829101562,543.0800170898438,90800.0,,,,,
1998-02-10,541.77001953125,558.6500244140625,538.3699951171875,554.8300170898438,86200.0,,,,,
1998-02-11,520.1400146484375,539.219970703125,511.80999755859375,539.219970703125,83000.0,,,,,
1998-02-12,512.489990234375,516.5,497.2699890136719,516.5,78100.0,,,,,
1998-02-13,506.2000122070313,529.1400146484375,506.2000122070313,519.469970703125,91700.0,,,,,
1998-02-16,476.9800109863281,486.989990234375,469.8599853515625,482.9299926757813,69400.0,,,,,
1998-02-17,471.7300109863281,475.8800048828125,462.260009765625,475.8800048828125,58900.0,,,,,
1998-02-18,487.7300109863281,492.7099914550781,472.6199951171875,475.1600036621094,68800.0,,,,,
1998-02-19,513.4500122070312,516.6900024414062,488.55999755859375,488.55999755859375,78000.0,,,,,
1998-02-20,522.1300048828125,536.6300048828125,518.7100219726562,518.7100219726562,83900.0,,,,,
1998-02-23,543.0599975585938,553.530029296875,537.5499877929688,537.5499877929688,83500.0,,,,,
1998-02-24,540.8900146484375,546.3300170898438,534.0700073242188,541.5800170898438,77000.0,,,,,
1998-02-25,516.3800048828125,547.7899780273438,516.0999755859375,539.3800048828125,81900.0,,,,,
1998-02-26,524.97998046875,531.4099731445312,507.5899963378906,516.719970703125,71700.0,,,,,
